date,home_team,away_team,home_score,away_score,tournament,country,neutral
2017-10-07,Tanzania,Malawi,1,1,Friendly,Tanzania,False
2017-10-07,Nigeria,Zambia,1,0,World Cup qualifier,Nigeria,False
2017-10-07,Libya,DR Congo,1,2,World Cup qualifier,Tunisia,True
2017-10-07,Guinea,Tunisia,1,4,World Cup qualifier,Guinea,False
2017-10-07,Morocco,Gabon,3,0,World Cup qualifier,Morocco,False
2017-10-07,Cape Verde,Senegal,0,2,World Cup qualifier,Cape Verde,False
2017-10-07,Cameroon,Algeria,2,0,World Cup qualifier,Cameroon,False
2017-10-07,Costa Rica,Honduras,1,1,World Cup qualifier,Costa Rica,False
2017-10-07,Grenada,Guyana,1,0,Friendly,Grenada,False
2017-10-07,Switzerland,Hungary,5,2,World Cup qualifier,Switzerland,False
2017-10-07,Bosnia and Herzegovina,Belgium,3,4,World Cup qualifier,Bosnia and Herzegovina,False
2017-10-07,Bulgaria,France,0,1,World Cup qualifier,Bulgaria,False
2017-10-07,Belarus,Netherlands,1,3,World Cup qualifier,Belarus,False
2017-10-07,Sweden,Luxembourg,8,0,World Cup qualifier,Sweden,False
2017-10-07,Gibraltar,Estonia,0,6,World Cup qualifier,Portugal,True
2017-10-07,Andorra,Portugal,0,2,World Cup qualifier,Andorra,False
2017-10-07,Faroe Islands,Latvia,0,0,World Cup qualifier,Faroe Islands,False
2017-10-07,Cyprus,Greece,1,2,World Cup qualifier,Cyprus,False
2017-10-08,Thailand,Kenya,1,0,Friendly,Thailand,False
2017-10-08,Egypt,Congo,2,1,World Cup qualifier,Egypt,False
2017-10-08,El Salvador,Canada,1,0,Friendly,United States,True
2017-10-08,Slovenia,Scotland,2,2,World Cup qualifier,Slovenia,False
2017-10-08,Lithuania,England,0,1,World Cup qualifier,Lithuania,False
2017-10-08,Norway,Northern Ireland,1,0,World Cup qualifier,Norway,False
2017-10-08,Germany,Azerbaijan,5,1,World Cup qualifier,Germany,False
2017-10-08,Denmark,Romania,1,1,World Cup qualifier,Denmark,False
2017-10-08,Poland,Montenegro,4,2,World Cup qualifier,Poland,False
2017-10-08,Slovakia,Malta,3,0,World Cup qualifier,Slovakia,False
2017-10-08,Kazakhstan,Armenia,1,1,World Cup qualifier,Kazakhstan,False
2017-10-08,Czechia,San Marino,5,0,World Cup qualifier,Czechia,False
2017-10-09,Equatorial Guinea,Mauritius,3,1,Friendly,Equatorial Guinea,False
2017-10-09,Wales,Ireland,0,1,World Cup qualifier,Wales,False
2017-10-09,Moldova,Austria,0,1,World Cup qualifier,Moldova,False
2017-10-09,Albania,Italy,0,1,World Cup qualifier,Albania,False
2017-10-09,Finland,Turkey,2,2,World Cup qualifier,Finland,False
2017-10-09,Israel,Spain,0,1,World Cup qualifier,Israel,False
2017-10-09,Ukraine,Croatia,0,2,World Cup qualifier,Ukraine,False
2017-10-09,Iceland,Kosovo,2,0,World Cup qualifier,Iceland,False
2017-10-09,Serbia,Georgia,1,0,World Cup qualifier,Serbia,False
2017-10-09,Macedonia,Liechtenstein,4,0,World Cup qualifier,Macedonia,False
2017-10-10,Japan,Haiti,3,3,Friendly,Japan,False
2017-10-10,Philippines,Yemen,1,1,Asian Cup qualifier,Qatar,True
2017-10-10,Australia,Syria,2,1,World Cup qualifier,Australia,False
2017-10-10,Lebanon,North Korea,5,0,Asian Cup qualifier,Lebanon,False
2017-10-10,Afghanistan,Jordan,3,3,Asian Cup qualifier,Tajikistan,True
2017-10-10,Russia,Iran,1,1,Friendly,Russia,False
2017-10-10,Morocco,South Korea,3,1,Friendly,Switzerland,True
2017-10-10,Vietnam,Cambodia,5,0,Asian Cup qualifier,Vietnam,False
2017-10-10,Taiwan,Bahrain,2,1,Asian Cup qualifier,Taiwan,False
2017-10-10,Myanmar,Kyrgyzstan,2,2,Asian Cup qualifier,Myanmar,False
2017-10-10,Hong Kong,Malaysia,2,0,Asian Cup qualifier,Hong Kong,False
2017-10-10,Turkmenistan,Singapore,2,1,Asian Cup qualifier,Turkmenistan,False
2017-10-10,Saudi Arabia,Ghana,0,3,Friendly,Saudi Arabia,False
2017-10-10,Palestine,Bhutan,10,0,Asian Cup qualifier,Palestine,False
2017-10-10,Maldives,Oman,1,3,Asian Cup qualifier,Maldives,False
2017-10-10,Qatar,Curaçao,1,2,Friendly,Qatar,False
2017-10-10,Tajikistan,Nepal,3,0,Asian Cup qualifier,Tajikistan,False
2017-10-10,Benin,Gabon,1,0,Friendly,France,True
2017-10-10,Mozambique,Cape Verde,1,0,Friendly,Portugal,True
2017-10-10,Trinidad and Tobago,United States,2,1,World Cup qualifier,Trinidad and Tobago,False
2017-10-10,Panama,Costa Rica,2,1,World Cup qualifier,Panama,False
2017-10-10,Honduras,Mexico,3,2,World Cup qualifier,Honduras,False
2017-10-10,Uruguay,Bolivia,4,2,World Cup qualifier,Uruguay,False
2017-10-10,Ecuador,Argentina,1,3,World Cup qualifier,Ecuador,False
2017-10-10,Brazil,Chile,3,0,World Cup qualifier,Brazil,False
2017-10-10,Paraguay,Venezuela,0,1,World Cup qualifier,Paraguay,False
2017-10-10,Peru,Colombia,1,1,World Cup qualifier,Peru,False
2017-10-10,Hungary,Faroe Islands,1,0,World Cup qualifier,Hungary,False
2017-10-10,Belgium,Cyprus,4,0,World Cup qualifier,Belgium,False
2017-10-10,France,Belarus,2,1,World Cup qualifier,France,False
2017-10-10,Portugal,Switzerland,2,0,World Cup qualifier,Portugal,False
2017-10-10,Netherlands,Sweden,2,0,World Cup qualifier,Netherlands,False
2017-10-10,Luxembourg,Bulgaria,1,1,World Cup qualifier,Luxembourg,False
2017-10-10,Estonia,Bosnia and Herzegovina,1,2,World Cup qualifier,Estonia,False
2017-10-10,Latvia,Andorra,4,0,World Cup qualifier,Latvia,False
2017-10-10,Greece,Gibraltar,4,0,World Cup qualifier,Greece,False
2017-10-11,India,Macao,4,1,Asian Cup qualifier,India,False
2017-10-24,Grenada,Panama,0,5,Friendly,Grenada,False
2017-10-28,Bermuda,Barbados,2,3,Friendly,Bermuda,False
2017-11-07,Saudi Arabia,Latvia,2,0,Friendly,Portugal,True
2017-11-08,Lesotho,Zimbabwe,1,0,Friendly,Lesotho,False
2017-11-08,Congo,Benin,1,1,Friendly,Congo,False
2017-11-08,Nicaragua,Dominican Republic,0,3,Friendly,Nicaragua,False
2017-11-08,Czechia,Iceland,2,1,Friendly tournament,Qatar,True
2017-11-09,Singapore,Lebanon,0,1,Friendly,Singapore,False
2017-11-09,Iran,Panama,2,1,Friendly,Austria,True
2017-11-09,Cambodia,Myanmar,1,2,Friendly,Cambodia,False
2017-11-09,Hong Kong,Bahrain,0,2,Friendly,Hong Kong,False
2017-11-09,Scotland,Netherlands,0,1,Friendly,Scotland,False
2017-11-09,Northern Ireland,Switzerland,0,1,World Cup qualifier,Northern Ireland,False
2017-11-09,Luxembourg,Hungary,2,1,Friendly,Luxembourg,False
2017-11-09,Finland,Estonia,3,0,Friendly,Finland,False
2017-11-09,Romania,Turkey,2,0,Friendly,Romania,False
2017-11-09,Armenia,Belarus,4,1,Friendly,Armenia,False
2017-11-09,Croatia,Greece,4,1,World Cup qualifier,Croatia,False
2017-11-10,Brazil,Japan,3,1,Friendly,France,True
2017-11-10,Honduras,Australia,0,0,World Cup qualifier,Honduras,False
2017-11-10,China,Serbia,0,2,Friendly,China,False
2017-11-10,South Korea,Colombia,2,1,Friendly,South Korea,False
2017-11-10,North Korea,Malaysia,4,1,Asian Cup qualifier,Thailand,True
2017-11-10,Portugal,Saudi Arabia,3,0,Friendly,Portugal,False
2017-11-10,United Arab Emirates,Haiti,0,1,Friendly,United Arab Emirates,False
2017-11-10,South Africa,Senegal,0,2,World Cup qualifier,South Africa,False
2017-11-10,Algeria,Nigeria,1,1,World Cup qualifier,Algeria,False
2017-11-10,Belgium,Mexico,3,3,Friendly,Belgium,False
2017-11-10,Poland,Uruguay,0,0,Friendly,Poland,False
2017-11-10,England,Germany,0,0,Friendly,England,False
2017-11-10,France,Wales,2,0,Friendly,France,False
2017-11-10,Sweden,Italy,1,0,World Cup qualifier,Sweden,False
2017-11-10,Ukraine,Slovakia,2,1,Friendly,Ukraine,False
2017-11-10,Georgia,Cyprus,1,0,Friendly,Georgia,False
2017-11-11,Qatar,Czechia,0,1,Friendly tournament,Qatar,False
2017-11-11,Namibia,Zimbabwe,3,1,Friendly,Namibia,False
2017-11-11,Zambia,Cameroon,2,2,World Cup qualifier,Zambia,False
2017-11-11,Comoros,Madagascar,1,1,Friendly,France,True
2017-11-11,DR Congo,Guinea,3,1,World Cup qualifier,DR Congo,False
2017-11-11,Tunisia,Libya,0,0,World Cup qualifier,Tunisia,False
2017-11-11,Malawi,Lesotho,1,1,Friendly,Malawi,False
2017-11-11,Ivory Coast,Morocco,0,2,World Cup qualifier,Ivory Coast,False
2017-11-11,Gabon,Mali,0,0,World Cup qualifier,Gabon,False
2017-11-11,Spain,Costa Rica,5,0,Friendly,Spain,False
2017-11-11,Trinidad and Tobago,Grenada,2,2,Friendly,Trinidad and Tobago,False
2017-11-11,Dominican Republic,Nicaragua,1,0,Friendly,Dominican Republic,False
2017-11-11,Russia,Argentina,0,1,Friendly,Russia,False
2017-11-11,New Zealand,Peru,0,0,World Cup qualifier,New Zealand,False
2017-11-11,Macedonia,Norway,2,0,Friendly,Macedonia,False
2017-11-11,Denmark,Ireland,0,0,World Cup qualifier,Denmark,False
2017-11-12,Ghana,Egypt,1,1,World Cup qualifier,Ghana,False
2017-11-12,Congo,Uganda,1,1,World Cup qualifier,Congo,False
2017-11-12,Benin,Tanzania,1,1,Friendly,Benin,False
2017-11-12,Togo,Mauritius,6,0,Friendly,Togo,False
2017-11-12,Switzerland,Northern Ireland,0,0,World Cup qualifier,Switzerland,False
2017-11-12,Malta,Estonia,0,3,Friendly,Malta,False
2017-11-12,Greece,Croatia,0,0,World Cup qualifier,Greece,False
2017-11-13,Iran,Venezuela,1,0,Friendly,Netherlands,True
2017-11-13,Iraq,Syria,1,1,Friendly,Iraq,False
2017-11-13,North Korea,Malaysia,4,1,Asian Cup qualifier,Thailand,True
2017-11-13,Bulgaria,Saudi Arabia,1,0,Friendly,Portugal,True
2017-11-13,Poland,Mexico,0,1,Friendly,Poland,False
2017-11-13,Italy,Sweden,0,0,World Cup qualifier,Italy,False
2017-11-13,Kosovo,Latvia,4,3,Friendly,Kosovo,False
2017-11-13,Turkey,Albania,2,3,Friendly,Turkey,False
2017-11-13,Georgia,Belarus,2,2,Friendly,Georgia,False
2017-11-13,Armenia,Cyprus,3,2,Friendly,Armenia,False
2017-11-14,Belgium,Japan,1,0,Friendly,Belgium,False
2017-11-14,Nepal,Philippines,0,0,Asian Cup qualifier,Nepal,False
2017-11-14,China,Colombia,0,4,Friendly,China,False
2017-11-14,India,Myanmar,2,2,Asian Cup qualifier,India,False
2017-11-14,Hong Kong,Lebanon,0,1,Asian Cup qualifier,Hong Kong,False
2017-11-14,Vietnam,Afghanistan,0,0,Asian Cup qualifier,Vietnam,False
2017-11-14,South Korea,Serbia,1,1,Friendly,South Korea,False
2017-11-14,Macao,Kyrgyzstan,3,4,Asian Cup qualifier,Macao,False
2017-11-14,Turkmenistan,Taiwan,2,1,Asian Cup qualifier,Turkmenistan,False
2017-11-14,Singapore,Bahrain,0,3,Asian Cup qualifier,Singapore,False
2017-11-14,Cambodia,Jordan,0,1,Asian Cup qualifier,Cambodia,False
2017-11-14,Palestine,Maldives,8,1,Asian Cup qualifier,Palestine,False
2017-11-14,Tajikistan,Yemen,0,0,Asian Cup qualifier,Tajikistan,False
2017-11-14,Bhutan,Oman,2,4,Asian Cup qualifier,Bhutan,False
2017-11-14,Qatar,Iceland,1,1,Friendly tournament,Qatar,False
2017-11-14,United Arab Emirates,Uzbekistan,1,0,Friendly,United Arab Emirates,False
2017-11-14,Senegal,South Africa,2,1,World Cup qualifier,Senegal,False
2017-11-14,Nigeria,Argentina,4,2,Friendly,Russia,True
2017-11-14,Burkina Faso,Cape Verde,4,0,World Cup qualifier,Burkina Faso,False
2017-11-14,Algeria,Central African Republic,3,0,Friendly,Algeria,False
2017-11-14,Gabon,Botswana,0,0,Friendly,Gabon,False
2017-11-14,Portugal,United States,1,1,Friendly,Portugal,False
2017-11-14,Hungary,Costa Rica,1,0,Friendly,Hungary,False
2017-11-14,Trinidad and Tobago,Guyana,1,1,Friendly,Trinidad and Tobago,False
2017-11-14,Wales,Panama,1,1,Friendly,Wales,False
2017-11-14,Austria,Uruguay,2,1,Friendly,Austria,False
2017-11-14,England,Brazil,0,0,Friendly,England,False
2017-11-14,Germany,France,2,2,Friendly,Germany,False
2017-11-14,Romania,Netherlands,0,3,Friendly,Romania,False
2017-11-14,Slovakia,Norway,1,0,Friendly,Slovakia,False
2017-11-14,Russia,Spain,3,3,Friendly,Russia,False
2017-11-14,Ireland,Denmark,1,5,World Cup qualifier,Ireland,False
2017-11-15,Australia,Honduras,3,1,World Cup qualifier,Australia,False
2017-11-15,Peru,New Zealand,2,0,World Cup qualifier,Peru,False
2017-11-19,Fiji,Estonia,0,2,Friendly,Fiji,False
2017-11-23,Vanuatu,Estonia,0,1,Friendly,Vanuatu,False
2017-11-25,Indonesia,Guyana,2,1,Friendly,Indonesia,False
2017-11-26,New Caledonia,Estonia,1,1,Friendly,New Caledonia,False
2017-12-01,Philippines,Laos,3,1,Friendly tournament,Taiwan,True
2017-12-02,Saint Kitts and Nevis,Grenada,1,0,Friendly,Saint Kitts and Nevis,False
2017-12-02,Vanuatu,New Caledonia,2,1,Pacific Mini Games,Vanuatu,False
2017-12-02,Fiji,Tuvalu,8,0,Pacific Mini Games,Vanuatu,True
2017-12-02,Solomon Islands,Tonga,8,0,Pacific Mini Games,Vanuatu,True
2017-12-03,Taiwan,Philippines,3,0,Friendly tournament,Taiwan,False
2017-12-03,Laos,East Timor,2,1,Friendly tournament,Taiwan,True
2017-12-03,Kenya,Rwanda,2,0,CECAFA Cup,Kenya,False
2017-12-03,Libya,Tanzania,0,0,CECAFA Cup,Kenya,True
2017-12-04,Taiwan,East Timor,3,1,Friendly tournament,Taiwan,False
2017-12-04,Burundi,Uganda,0,0,CECAFA Cup,Kenya,True
2017-12-05,East Timor,Philippines,1,0,Friendly tournament,Taiwan,True
2017-12-05,Taiwan,Laos,2,0,Friendly tournament,Taiwan,False
2017-12-05,Kenya,Libya,0,0,CECAFA Cup,Kenya,False
2017-12-05,Zanzibar,Rwanda,3,1,CECAFA Cup,Kenya,True
2017-12-05,Ethiopia,South Sudan,3,0,CECAFA Cup,Kenya,True
2017-12-05,Tuvalu,New Caledonia,2,1,Pacific Mini Games,Vanuatu,True
2017-12-06,Vanuatu,Tonga,5,0,Pacific Mini Games,Vanuatu,False
2017-12-06,Fiji,Solomon Islands,0,0,Pacific Mini Games,Vanuatu,True
2017-12-07,Zanzibar,Tanzania,2,1,CECAFA Cup,Kenya,True
2017-12-07,Burundi,Ethiopia,4,1,CECAFA Cup,Kenya,True
2017-12-07,Libya,Rwanda,0,0,CECAFA Cup,Kenya,True
2017-12-08,Uganda,South Sudan,5,1,CECAFA Cup,Kenya,True
2017-12-09,Japan,North Korea,1,0,East Asian Championship,Japan,False
2017-12-09,China,South Korea,2,2,East Asian Championship,Japan,True
2017-12-09,Kenya,Zanzibar,0,0,CECAFA Cup,Kenya,False
2017-12-09,Rwanda,Tanzania,2,1,CECAFA Cup,Kenya,True
2017-12-09,New Caledonia,Tonga,4,2,Pacific Mini Games,Vanuatu,True
2017-12-09,Vanuatu,Fiji,1,1,Pacific Mini Games,Vanuatu,False
2017-12-09,Solomon Islands,Tuvalu,6,0,Pacific Mini Games,Vanuatu,True
2017-12-10,Ethiopia,Uganda,1,1,CECAFA Cup,Kenya,True
2017-12-11,Kenya,Tanzania,1,0,CECAFA Cup,Kenya,False
2017-12-11,Libya,Zanzibar,1,0,CECAFA Cup,Kenya,True
2017-12-11,South Sudan,Burundi,0,0,CECAFA Cup,Kenya,True
2017-12-12,Japan,China,2,1,East Asian Championship,Japan,False
2017-12-12,South Korea,North Korea,1,0,East Asian Championship,Japan,True
2017-12-12,Solomon Islands,New Caledonia,1,0,Pacific Mini Games,Vanuatu,True
2017-12-12,Vanuatu,Tuvalu,10,0,Pacific Mini Games,Vanuatu,False
2017-12-12,Fiji,Tonga,4,0,Pacific Mini Games,Vanuatu,True
2017-12-14,Qatar,Liechtenstein,1,2,Friendly,Qatar,False
2017-12-14,Kenya,Burundi,1,0,CECAFA Cup,Kenya,False
2017-12-15,Oman,Yemen,1,0,Friendly,Oman,False
2017-12-15,Zanzibar,Uganda,2,1,CECAFA Cup,Kenya,True
2017-12-15,Fiji,New Caledonia,4,1,Pacific Mini Games,Vanuatu,True
2017-12-15,Vanuatu,Solomon Islands,3,2,Pacific Mini Games,Vanuatu,False
2017-12-15,Tuvalu,Tonga,4,3,Pacific Mini Games,Vanuatu,True
2017-12-16,Japan,South Korea,1,4,East Asian Championship,Japan,False
2017-12-16,China,North Korea,1,1,East Asian Championship,Japan,True
2017-12-17,United Arab Emirates,Iraq,1,0,Friendly,United Arab Emirates,False
2017-12-17,Kenya,Zanzibar,2,2,CECAFA Cup,Kenya,False
2017-12-17,Uganda,Burundi,2,1,CECAFA Cup,Kenya,True
2017-12-18,Bahrain,Kuwait,0,0,Friendly,Bahrain,False
2017-12-22,Kuwait,Saudi Arabia,1,2,Gulf Cup,Kuwait,False
2017-12-22,United Arab Emirates,Oman,1,0,Gulf Cup,Kuwait,True
2017-12-23,Bahrain,Iraq,1,1,Gulf Cup,Kuwait,True
2017-12-23,Qatar,Yemen,4,0,Gulf Cup,Kuwait,True
2017-12-25,Kuwait,Oman,0,1,Gulf Cup,Kuwait,False
2017-12-25,Jordan,Libya,1,1,Friendly,Jordan,False
2017-12-25,Saudi Arabia,United Arab Emirates,0,0,Gulf Cup,Kuwait,True
2017-12-26,Iraq,Qatar,2,1,Gulf Cup,Kuwait,True
2017-12-26,Bahrain,Yemen,1,0,Gulf Cup,Kuwait,True
2017-12-28,Kuwait,United Arab Emirates,0,0,Gulf Cup,Kuwait,False
2017-12-28,Oman,Saudi Arabia,2,0,Gulf Cup,Kuwait,True
2017-12-29,Iraq,Yemen,3,0,Gulf Cup,Kuwait,True
2017-12-29,Bahrain,Qatar,1,1,Gulf Cup,Kuwait,True
2018-01-02,Iraq,United Arab Emirates,0,0,Gulf Cup,Kuwait,True
2018-01-02,Oman,Bahrain,1,0,Gulf Cup,Kuwait,True
2018-01-05,Oman,United Arab Emirates,0,0,Gulf Cup,Kuwait,True
2018-01-07,Estonia,Sweden,1,1,Friendly,United Arab Emirates,True
2018-01-11,Finland,Jordan,2,1,Friendly,United Arab Emirates,True
2018-01-14,Indonesia,Iceland,1,4,Friendly,Indonesia,False
2018-01-27,South Korea,Moldova,1,0,Friendly,Turkey,True
2018-01-28,United States,Bosnia and Herzegovina,0,0,Friendly,United States,False
2018-01-30,Jamaica,South Korea,2,2,Friendly,Turkey,True
2018-01-30,Azerbaijan,Moldova,0,0,Friendly,Turkey,True
2018-01-31,Mexico,Bosnia and Herzegovina,1,0,Friendly,United States,True
2018-02-03,South Korea,Latvia,1,0,Friendly,Turkey,True
2018-02-26,Saudi Arabia,Moldova,3,0,Friendly,Saudi Arabia,False
2018-02-28,Iraq,Saudi Arabia,4,1,Friendly,Iraq,False
2018-03-17,Iran,Sierra Leone,4,0,Friendly,Iran,False
2018-03-20,Tahiti,New Caledonia,0,0,Friendly,Tahiti,False
2018-03-21,Laos,Cambodia,0,1,Friendly,Laos,False
2018-03-21,Iraq,Qatar,2,3,Friendly tournament,Iraq,False
2018-03-21,Jordan,Kuwait,1,0,Friendly,Jordan,False
2018-03-21,Angola,South Africa,1,1,Friendly tournament,Zambia,True
2018-03-21,Zambia,Zimbabwe,2,2,Friendly tournament,Zambia,False
2018-03-21,Madagascar,Togo,0,0,Friendly,France,True
2018-03-21,Antigua and Barbuda,Bermuda,3,2,Friendly,Antigua and Barbuda,False
2018-03-21,Andorra,Liechtenstein,1,0,Friendly,Spain,True
2018-03-22,Philippines,Fiji,3,2,Friendly,Philippines,False
2018-03-22,China,Wales,0,6,Friendly tournament,China,False
2018-03-22,Malaysia,Mongolia,2,2,Friendly,Malaysia,False
2018-03-22,Macao,Mauritius,0,1,Friendly,Macao,False
2018-03-22,Kyrgyzstan,Myanmar,5,1,Asian Cup qualifier,South Korea,True
2018-03-22,Thailand,Gabon,0,0,King's Cup,Thailand,False
2018-03-22,Bahrain,Palestine,0,0,Friendly,Bahrain,False
2018-03-22,Slovakia,United Arab Emirates,2,1,King's Cup,Thailand,True
2018-03-22,Algeria,Tanzania,4,1,Friendly,Algeria,False
2018-03-22,Burkina Faso,Guinea-Bissau,2,0,Friendly,France,True
2018-03-22,Nicaragua,Cuba,3,1,Friendly,Nicaragua,False
2018-03-22,Belize,Grenada,4,2,Friendly,Belize,False
2018-03-22,Denmark,Panama,1,0,Friendly,Denmark,False
2018-03-22,Dominican Republic,Turks and Caicos Islands,4,0,Friendly,Dominican Republic,False
2018-03-22,Malta,Luxembourg,0,1,Friendly,Malta,False
2018-03-22,Faroe Islands,Latvia,1,1,Friendly,Spain,True
2018-03-23,Japan,Mali,1,1,Friendly,Belgium,True
2018-03-23,Norway,Australia,4,1,Friendly,Norway,False
2018-03-23,Tunisia,Iran,1,0,Friendly,Tunisia,False
2018-03-23,Singapore,Maldives,3,2,Friendly,Singapore,False
2018-03-23,Saudi Arabia,Ukraine,1,1,Friendly,Spain,True
2018-03-23,Senegal,Uzbekistan,1,1,Friendly,Morocco,True
2018-03-23,Portugal,Egypt,2,1,Friendly,Switzerland,True
2018-03-23,Poland,Nigeria,0,1,Friendly,Poland,False
2018-03-23,Gambia,Central African Republic,1,1,Friendly,The Gambia,True
2018-03-23,Morocco,Serbia,2,1,Friendly,Italy,True
2018-03-23,Scotland,Costa Rica,0,1,Friendly,Scotland,False
2018-03-23,Mexico,Iceland,3,0,Friendly,United States,True
2018-03-23,Curaçao,Bolivia,1,1,Friendly,Curaçao,False
2018-03-23,Guadeloupe,Trinidad and Tobago,0,1,Friendly,Guadeloupe,False
2018-03-23,Uruguay,Czechia,2,0,Friendly tournament,China,True
2018-03-23,Argentina,Italy,2,0,Friendly,England,True
2018-03-23,Russia,Brazil,0,3,Friendly,Russia,False
2018-03-23,Peru,Croatia,2,0,Friendly,United States,True
2018-03-23,France,Colombia,2,3,Friendly,France,False
2018-03-23,Tahiti,New Caledonia,4,3,Friendly,Tahiti,False
2018-03-23,Netherlands,England,0,1,Friendly,Netherlands,False
2018-03-23,Austria,Slovenia,3,0,Friendly,Austria,False
2018-03-23,Hungary,Kazakhstan,2,3,Friendly,Hungary,False
2018-03-23,Greece,Switzerland,0,1,Friendly,Greece,False
2018-03-23,Germany,Spain,1,1,Friendly,Germany,False
2018-03-23,Finland,Macedonia,0,0,Friendly,Turkey,True
2018-03-23,Turkey,Ireland,1,0,Friendly,Turkey,False
2018-03-23,Bulgaria,Bosnia and Herzegovina,0,1,Friendly,Bulgaria,False
2018-03-23,Azerbaijan,Belarus,0,1,Friendly,Azerbaijan,False
2018-03-23,Cyprus,Montenegro,0,0,Friendly,Cyprus,False
2018-03-24,Northern Ireland,South Korea,2,1,Friendly,Northern Ireland,False
2018-03-24,Qatar,Syria,2,2,Friendly tournament,Iraq,True
2018-03-24,Zambia,South Africa,0,2,Friendly tournament,Zambia,False
2018-03-24,Kenya,Comoros,2,2,Friendly,Morocco,True
2018-03-24,Uganda,Sao Tome and Principe,3,1,Friendly,Uganda,False
2018-03-24,Angola,Zimbabwe,2,2,Friendly tournament,Zambia,True
2018-03-24,Kosovo,Madagascar,1,0,Friendly,France,True
2018-03-24,Ivory Coast,Togo,2,2,Friendly,France,True
2018-03-24,Mauritania,Guinea,2,0,Friendly,Mauritania,False
2018-03-24,Botswana,Lesotho,1,0,Friendly,Botswana,False
2018-03-24,Canada,New Zealand,1,0,Friendly,Spain,True
2018-03-24,Sweden,Chile,1,2,Friendly,Sweden,False
2018-03-24,Armenia,Estonia,0,0,Friendly,Armenia,False
2018-03-24,Israel,Romania,1,2,Friendly,Israel,False
2018-03-24,Georgia,Lithuania,4,0,Friendly,Georgia,False
2018-03-25,Thailand,Slovakia,2,3,King's Cup,Thailand,False
2018-03-25,Kuwait,Cameroon,1,3,Friendly,Kuwait,False
2018-03-25,Gabon,United Arab Emirates,1,0,King's Cup,Thailand,True
2018-03-25,Congo,Guinea-Bissau,2,0,Friendly,France,True
2018-03-25,Jamaica,Antigua and Barbuda,1,1,Friendly,Jamaica,False
2018-03-25,Martinique,Trinidad and Tobago,0,0,Friendly,Martinique,False
2018-03-25,Barbados,Bermuda,0,0,Friendly,Barbados,False
2018-03-25,Nicaragua,Cuba,3,3,Friendly,Nicaragua,False
2018-03-25,Dominican Republic,Saint Kitts and Nevis,2,1,Friendly,Dominican Republic,False
2018-03-25,Gibraltar,Latvia,1,0,Friendly,Gibraltar,False
2018-03-25,Faroe Islands,Liechtenstein,3,0,Friendly,Spain,True
2018-03-26,China,Czechia,1,4,Friendly tournament,China,False
2018-03-26,Curaçao,Bolivia,1,0,Friendly,Curaçao,False
2018-03-26,Uruguay,Wales,1,0,Friendly tournament,China,True
2018-03-26,Netherlands,Portugal,3,0,Friendly,Switzerland,True
2018-03-26,Albania,Norway,0,1,Friendly,Albania,False
2018-03-26,Finland,Malta,5,0,Friendly,Turkey,True
2018-03-26,Bulgaria,Kazakhstan,2,1,Friendly,Hungary,True
2018-03-27,Ukraine,Japan,2,1,Friendly,Belgium,True
2018-03-27,Philippines,Tajikistan,2,1,Asian Cup qualifier,Philippines,False
2018-03-27,Australia,Colombia,0,0,Friendly,England,True
2018-03-27,Kyrgyzstan,India,2,1,Asian Cup qualifier,Kyrgyzstan,False
2018-03-27,Lebanon,Malaysia,2,1,Asian Cup qualifier,Lebanon,False
2018-03-27,Afghanistan,Cambodia,2,1,Asian Cup qualifier,Tajikistan,True
2018-03-27,Iran,Algeria,2,1,Friendly,Austria,True
2018-03-27,Mongolia,Mauritius,0,2,Friendly,Mongolia,False
2018-03-27,Poland,South Korea,3,2,Friendly,Poland,False
2018-03-27,Jordan,Vietnam,1,1,Asian Cup qualifier,Jordan,False
2018-03-27,Myanmar,Macao,1,0,Asian Cup qualifier,Myanmar,False
2018-03-27,Iraq,Syria,1,1,Friendly tournament,Iraq,False
2018-03-27,Taiwan,Singapore,1,0,Asian Cup qualifier,Taiwan,False
2018-03-27,North Korea,Hong Kong,2,0,Asian Cup qualifier,North Korea,False
2018-03-27,Laos,Bangladesh,2,2,Friendly,Laos,False
2018-03-27,Belgium,Saudi Arabia,4,0,Friendly,Belgium,False
2018-03-27,Oman,Palestine,1,0,Asian Cup qualifier,Oman,False
2018-03-27,Yemen,Nepal,2,1,Asian Cup qualifier,Qatar,True
2018-03-27,Bahrain,Turkmenistan,4,0,Asian Cup qualifier,Bahrain,False
2018-03-27,Maldives,Bhutan,7,0,Asian Cup qualifier,Maldives,False
2018-03-27,Morocco,Uzbekistan,2,0,Friendly,Morocco,False
2018-03-27,Greece,Egypt,1,0,Friendly,Switzerland,True
2018-03-27,Central African Republic,Kenya,3,2,Friendly,Morocco,True
2018-03-27,Uganda,Malawi,0,0,Friendly,Uganda,False
2018-03-27,Tanzania,DR Congo,2,0,Friendly,Tanzania,False
2018-03-27,Serbia,Nigeria,2,0,Friendly,England,True
2018-03-27,Tunisia,Costa Rica,1,0,Friendly,France,True
2018-03-27,Kosovo,Burkina Faso,2,0,Friendly,France,True
2018-03-27,Ivory Coast,Moldova,2,1,Friendly,France,True
2018-03-27,Bosnia and Herzegovina,Senegal,0,0,Friendly,France,True
2018-03-27,Seychelles,Swaziland,0,0,Friendly,Seychelles,False
